16,2,2.756269e-02,1.004573e+00,0.384417,1024
2,2,2.756269e-02,1.004573e+00,1.127309,1024
4,2,2.756264e-02,1.004567e+00,0.561964,1024
8,2,2.756269e-02,1.004568e+00,0.456873,1024
16,4,2.756269e-02,1.004573e+00,0.417034,1024
2,4,2.756269e-02,1.004568e+00,0.673389,1024
4,4,2.756237e-02,1.004456e+00,0.383750,1024
8,4,2.756128e-02,1.004573e+00,0.389626,1024
16,8,2.756269e-02,1.004567e+00,0.572791,1024
2,8,2.756264e-02,1.004553e+00,0.743950,1024
36,8,2.756269e-02,1.004573e+00,2.822999,1024
4,8,2.756264e-02,1.004567e+00,0.372182,1024
8,8,2.756160e-02,1.004568e+00,0.416950,1024
16,2,2.174499e-02,1.003113e+00,0.034652,16
2,2,2.174499e-02,1.003113e+00,0.000539,16
4,2,2.174499e-02,1.003113e+00,0.000734,16
8,2,2.174499e-02,1.003113e+00,0.003740,16
16,2,2.764095e-02,1.004565e+00,83.866275,16384
4,2,2.764095e-02,1.004565e+00,174.731251,16384
8,2,2.764095e-02,1.004565e+00,103.199440,16384
16,4,2.764095e-02,1.004565e+00,81.854717,16384
2,4,2.764094e-02,1.004565e+00,207.670085,16384
4,4,2.764094e-02,1.004565e+00,103.500490,16384
8,4,2.764095e-02,1.004565e+00,83.682192,16384
16,8,2.764095e-02,1.004565e+00,82.344173,16384
2,8,2.764095e-02,1.004565e+00,170.489445,16384
36,8,2.764095e-02,1.004565e+00,93.930337,16384
4,8,2.764094e-02,1.004565e+00,86.231555,16384
8,8,2.764095e-02,1.004565e+00,83.114407,16384
16,4,2.174499e-02,1.003113e+00,0.143682,16
2,4,2.174499e-02,1.002113e+00,0.000804,16
4,4,2.045717e-02,1.003113e+00,0.001346,16
8,4,2.174499e-02,1.003113e+00,0.019601,16
16,8,2.174499e-02,1.003113e+00,0.326607,16
2,8,2.174499e-02,1.003113e+00,0.062589,16
36,8,2.174499e-02,1.003113e+00,1.054558,16
4,8,2.174499e-02,1.003113e+00,0.017386,16
8,8,2.174499e-02,1.003113e+00,0.146323,16
16,2,2.760449e-02,1.004564e+00,1.298769,2048
2,2,2.760449e-02,1.004568e+00,4.678640,2048
4,2,2.760431e-02,1.004564e+00,2.382056,2048
8,2,2.760449e-02,1.004568e+00,1.517065,2048
16,4,2.760439e-02,1.004567e+00,1.303758,2048
2,4,2.760395e-02,1.004567e+00,2.769508,2048
4,4,2.760431e-02,1.004568e+00,1.408617,2048
8,4,2.760449e-02,1.004567e+00,1.383827,2048
16,8,2.760449e-02,1.004562e+00,1.425512,2048
2,8,2.760395e-02,1.004568e+00,2.493897,2048
36,8,2.760449e-02,1.004568e+00,3.575884,2048
4,8,2.760449e-02,1.004559e+00,1.276785,2048
8,8,2.760407e-02,1.004568e+00,1.280454,2048
16,2,2.730987e-02,1.004578e+00,0.054149,256
2,2,2.730987e-02,1.004575e+00,0.089980,256
4,2,2.730926e-02,1.004578e+00,0.057041,256
8,2,2.730987e-02,1.004578e+00,0.031899,256
16,4,2.730987e-02,1.004578e+00,0.153773,256
2,4,2.730480e-02,1.004578e+00,0.058975,256
4,4,2.730987e-02,1.004422e+00,0.034952,256
8,4,2.730926e-02,1.004575e+00,0.062634,256
16,8,2.730987e-02,1.004578e+00,0.311262,256
2,8,2.730987e-02,1.004575e+00,0.093700,256
36,8,2.730987e-02,1.004578e+00,1.298969,256
4,8,2.728314e-02,1.004422e+00,0.076683,256
8,8,2.730987e-02,1.004578e+00,0.243972,256
16,2,2.486762e-02,1.003632e+00,0.077534,32
2,2,2.486762e-02,1.002790e+00,0.002313,32
4,2,2.486762e-02,1.003632e+00,0.001883,32
8,2,2.486762e-02,1.003149e+00,0.004343,32
16,4,2.486762e-02,1.003632e+00,0.147226,32
2,4,2.433129e-02,1.002790e+00,0.001163,32
4,4,2.486762e-02,1.003632e+00,0.000827,32
8,4,2.433129e-02,1.003149e+00,0.042092,32
16,8,2.486762e-02,1.003632e+00,0.294011,32
2,8,2.457671e-02,1.002790e+00,0.035343,32
36,8,2.486762e-02,1.003632e+00,1.284389,32
4,8,2.457671e-02,1.001960e+00,0.052776,32
8,8,2.486762e-02,1.003632e+00,0.149945,32
16,2,2.762532e-02,1.004566e+00,5.035891,4096
2,2,2.762532e-02,1.004566e+00,19.572952,4096
4,2,2.762532e-02,1.004566e+00,9.829731,4096
8,2,2.762532e-02,1.004566e+00,5.918064,4096
16,4,2.762532e-02,1.004564e+00,4.804844,4096
2,4,2.762525e-02,1.004566e+00,11.787161,4096
4,4,2.762532e-02,1.004564e+00,5.850222,4096
8,4,2.762532e-02,1.004565e+00,5.062561,4096
16,8,2.762532e-02,1.004566e+00,4.867417,4096
2,8,2.762532e-02,1.004566e+00,10.076707,4096
36,8,2.762532e-02,1.004564e+00,7.949264,4096
4,8,2.762510e-02,1.004558e+00,5.200863,4096
8,8,2.762532e-02,1.004565e+00,4.825432,4096
16,2,2.747674e-02,1.004581e+00,0.130804,512
2,2,2.747793e-02,1.004563e+00,0.281989,512
4,2,2.747921e-02,1.004581e+00,0.168609,512
8,2,2.747644e-02,1.004581e+00,0.132161,512
16,4,2.747921e-02,1.004561e+00,0.204549,512
2,4,2.747674e-02,1.004480e+00,0.182799,512
4,4,2.747385e-02,1.003823e+00,0.108719,512
8,4,2.747385e-02,1.004480e+00,0.125974,512
16,8,2.747921e-02,1.004581e+00,0.352015,512
2,8,2.747674e-02,1.004561e+00,0.221119,512
36,8,2.747921e-02,1.004581e+00,1.318371,512
4,8,2.744814e-02,1.004480e+00,0.155148,512
8,8,2.747921e-02,1.004581e+00,0.205683,512
16,2,2.628251e-02,1.004630e+00,0.031815,64
2,2,2.620690e-02,1.004630e+00,0.008288,64
4,2,2.620690e-02,1.004038e+00,0.003892,64
8,2,2.620494e-02,1.004038e+00,0.006317,64
16,4,2.620494e-02,1.004630e+00,0.180434,64
2,4,2.603000e-02,1.004630e+00,0.004780,64
4,4,2.628251e-02,1.004038e+00,0.002305,64
8,4,2.628251e-02,9.998048e-01,0.026505,64
16,8,2.628251e-02,1.004630e+00,0.310125,64
2,8,2.546956e-02,9.985398e-01,0.033054,64
36,8,2.628251e-02,1.004630e+00,1.272341,64
4,8,2.569099e-02,9.983686e-01,0.051059,64
8,8,2.628251e-02,1.004630e+00,0.151155,64
16,2,2.763573e-02,1.004565e+00,20.370966,8192
2,2,2.763574e-02,1.004565e+00,82.666749,8192
4,2,2.763573e-02,1.004565e+00,41.434215,8192
8,2,2.763574e-02,1.004565e+00,24.260598,8192
16,4,2.763574e-02,1.004565e+00,19.708626,8192
2,4,2.763574e-02,1.004565e+00,49.489040,8192
4,4,2.763573e-02,1.004565e+00,24.486267,8192
8,4,2.763574e-02,1.004565e+00,20.409301,8192
16,8,2.763574e-02,1.004565e+00,19.680535,8192
2,8,2.763573e-02,1.004565e+00,41.428183,8192
36,8,2.763574e-02,1.004565e+00,24.982047,8192
4,8,2.763547e-02,1.004565e+00,20.958958,8192
8,8,2.763574e-02,1.004565e+00,19.753952,8192
